id;accuracy;pred_0_0;pred_1_0;pred_0_1;pred_1_1;class_recall_0_0;class_recall_1_1;class_precision_0_0;class_precision_1_1;max_depth,,,,,,,,,,,,,,,
1;74.88%;333;160;154;603;67.55%;79.66%;68.38%;79.03%;3,,,,,,,,,,,,,,,
2;74.56%;332;161;157;600;67.34%;79.26%;67.89%;78.84%;6,,,,,,,,,,,,,,,
3;72.80%;328;165;155;582;66.53%;76.88%;65.21%;77.91%;9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
