id;accuracy;pred_0_0;pred_1_0;pred_0_1;pred_1_1;class_recall_0_0;class_recall_1_1;class_precision_0_0;class_precision_1_1
1;64.70%;1353;291;1180;1343;82.30%;53.23%;53.41%;82.19%
